weight,value
Wcb11,0.8078803960491486
Wcb12,0.45595526877095705
Wcb13,-0.418656450873368
Wcb14,-0.4877990765439933
Wcb15,0.41604464970533095
Wcb16,-0.6555091902329214
Wcb17,0.12205094322303418
Wcb18,-0.8232817301950665
Wcb21,-0.7155931506639613
Wcb22,-0.6318700470812794
Wcb23,0.8553994643780339
Wcb24,-0.4781267744618101
Wcb25,0.3261612384128482
Wcb26,0.6222188633203432
Wcb27,-0.6114374024797982
Wcb28,0.2445900770886823
Wcb31,0.4037803738199087
Wcb32,-0.794219835448026
Wcb33,0.6517184458849845
Wcb34,-0.506288210419452
Wcb35,-0.1112254615994148
Wcb36,0.40410608868159253
Wcb37,0.06264868248458544
Wcb38,0.4390487909020932
Wcb41,-0.12850640200696595
Wcb42,0.7131783002606725
Wcb43,-0.8614719413818954
Wcb44,0.7479646525325117
Wcb45,-0.5809653948960158
Wcb46,-0.275914525627603
Wcb47,-0.09436992392326896
Wcb48,-0.6181161100589752
