weight,value
Wba11,-0.5111815946874941
Wba12,-0.8863266703332444
Wba13,0.7364084855075087
Wba14,0.4162212167905066
Wba15,-0.7243836203178062
Wba16,0.8508902625490226
Wba21,-0.27479535408744477
Wba22,0.9454186719808287
Wba23,-0.1775520985089399
Wba24,-0.8714390605116707
Wba25,0.14502475250623148
Wba26,-0.39488341633404783
Wba31,0.8547715844634391
Wba32,-0.44655593820535233
Wba33,0.16753769957684517
Wba34,-0.03989806204394738
Wba35,0.31131425390840445
Wba36,-0.141805895509474
Wba41,-0.7693198952647987
Wba42,0.6730217810401449
Wba43,0.39652586762509856
Wba44,-0.018860516463308778
Wba45,0.8086205735511766
Wba46,0.7469975920879197
Wba51,-0.3999377612609541
Wba52,-0.03674215335414032
Wba53,0.627934586901735
Wba54,-0.13689668872215835
Wba55,0.9346027299583126
Wba56,-0.9744692916650439
Wba61,0.8259497674264004
Wba62,0.9521223091117693
Wba63,0.030259416626632993
Wba64,-0.7093067020185245
Wba65,-0.9520405708659845
Wba66,-0.3071116427848106
Wba71,-0.7535658161049706
Wba72,-0.9462527160569899
Wba73,-0.342815962680598
Wba74,-0.31531001521952057
Wba75,-0.990003902591418
Wba76,0.6958829983260846
Wba81,0.791410930473968
Wba82,-0.42167819777644544
Wba83,0.45606197748460037
Wba84,-0.29368485129364885
Wba85,0.18302040831971111
Wba86,0.803355444898157
