weight,value
Wba11,0.9340843225782639
Wba12,0.9501722676213366
Wba13,-0.8798502609170752
Wba14,-0.39881183419817606
Wba15,-0.8392668321642466
Wba16,-0.18360247960796972
Wba21,-0.24728360226809584
Wba22,-0.7425195641021445
Wba23,0.987357534995746
Wba24,-0.04097139982134162
Wba25,0.2101448612325978
Wba26,0.3587155694324427
Wba31,0.8630484385184954
Wba32,0.7537145388922774
Wba33,0.7948165745436839
Wba34,0.41216111691609
Wba35,0.767488999917316
Wba36,0.9136459717044555
Wba41,0.17790406738947687
Wba42,0.666143563375639
Wba43,0.7564836144625748
Wba44,-0.7357326408493992
Wba45,0.939103005391856
Wba46,0.3981518249947245
Wba51,-0.37437772144904774
Wba52,-0.7254401575568472
Wba53,0.10379962168638313
Wba54,-0.6629394957913282
Wba55,0.012311270446415522
Wba56,0.4655838854589294
Wba61,0.11634560942671195
Wba62,0.5266798106203262
Wba63,-0.10199091314772639
Wba64,0.754333482285631
Wba65,-0.678238892489767
Wba66,-0.4164307076459388
Wba71,-0.8745910895481986
Wba72,-0.7750852215317915
Wba73,-0.8383433518787076
Wba74,0.8915822142167615
Wba75,0.6732545176933442
Wba76,-0.856114669882071
Wba81,-0.006270078790401044
Wba82,-0.849382311050433
Wba83,-0.22270313126069596
Wba84,0.2526461322231009
Wba85,-0.16498741551482363
Wba86,0.006260502286374163
